"key","source","target"
"boons.unique.elemental.untamedVolley.Description","Release an <b>Elemental Burst</b> dealing AoE damage when the enemy gets staggered","Release an <b>Elemental Burst</b> dealing AoE damage when the enemy gets staggered"
"boons.unique.elemental.untamedVolley.Name","Untamed Volley","Untamed Volley"
"boons.unique.elemental.wildMeridian.Description","[StatElementalDamage] <b>Elemental Damage</b> increased by {0} at <b>Low Health</b>","[StatElementalDamage] <b>Elemental Damage</b> increased by {0} at <b>Low Health</b>"
"boons.unique.elemental.wildMeridian.Name","Wild Meridian","Wild Meridian"
"boons.unique.equipment.etherealArmor.Description","[StatDamageTaken] <b>Damage Resistance</b> increased by {0} for each {1} unused <b>Equip Load</b>","[StatDamageTaken] <b>Damage Resistance</b> increased by {0} for each {1} unused <b>Equip Load</b>"
"boons.unique.equipment.etherealArmor.Name","Ethereal Armor","Ethereal Armor"
"boons.unique.equipment.indestructibleGear.Description","Make <b>all equipment indestructible</b> and immune to durability loss","Make <b>all equipment indestructible</b> and immune to durability loss"
"boons.unique.equipment.indestructibleGear.Name","Indestructible Gear","Indestructible Gear"
"boons.unique.equipment.riskTaker.Description","<b>Damage</b> increased by {0}, but take {1} more <b>Damage</b>","<b>Damage</b> increased by {0}, but take {1} more <b>Damage</b>"
"boons.unique.equipment.riskTaker.Name","Risk Taker","Risk Taker"
"boons.unique.equipment.unbreakablePoise.Description","[StatPoiseDefense] <b>Poise Defense</b> increased by {0}","[StatPoiseDefense] <b>Poise Defense</b> increased by {0}"
"boons.unique.equipment.unbreakablePoise.Name","Unbreakable Poise","Unbreakable Poise"
"boons.unique.fire.flameTrail.Description","Leave a <b>fiery path</b> behind that <b>scorches enemies</b> who step into it","Leave a <b>fiery path</b> behind that <b>scorches enemies</b> who step into it"
"boons.unique.fire.flameTrail.Name","Flame Trail","Flame Trail"
"boons.unique.fire.hellfireAura.Description","Deal <b>Major</b> [StatFireDamage] [!sFire]Fire Damage[/s] around you over time","Deal <b>Major</b> [StatFireDamage] [!sFire]Fire Damage[/s] around you over time"
"boons.unique.fire.hellfireAura.Name","Hellfire Aura","Hellfire Aura"
"boons.unique.fire.phoenixRebirth.Description","Revive once with full <b>Health</b> upon death, dealing massive <b>Heat Damage</b> to all enemies","Revive once with full <b>Health</b> upon death, dealing massive <b>Heat Damage</b> to all enemies"
"boons.unique.fire.phoenixRebirth.Name","Phoenix Rebirth","Phoenix Rebirth"
"boons.unique.fire.pyroclasm.Description","Every attack releases a wave of fire","Every attack releases a wave of fire"
"boons.unique.fire.pyroclasm.Name","Pyroclasm","Pyroclasm"
"boons.unique.focus.arcaneReservoir.Description","[StatFocusRegen] <b>Regenerate Focus</b>","[StatFocusRegen] <b>Regenerate Focus</b>"
"boons.unique.focus.arcaneReservoir.Name","Arcane Reservoir","Arcane Reservoir"
"boons.unique.focus.mysticBlast.Description","Rune Attacks consume all [StatFocus] <b>Focus</b>, dealing <b>damage proportional to the Focus consumed</b>","Rune Attacks consume all [StatFocus] <b>Focus</b>, dealing <b>damage proportional to the Focus consumed</b>"
"boons.unique.focus.mysticBlast.Name","Mystic Blast","Mystic Blast"
"boons.unique.focus.runicSurge.Description","[StatFocusCost] <b>Focus Cost</b> increased by {0} and [StatDamage] <b>Rune Damage</b> increased by {1}","[StatFocusCost] <b>Focus Cost</b> increased by {0} and [StatDamage] <b>Rune Damage</b> increased by {1}"
"boons.unique.focus.runicSurge.Name","Runic Surge","Runic Surge"
"boons.unique.focus.sacralShield.Description","Each use of <b>Focus</b> creates a shield that absorbs damage equal to {0} of max focus","Each use of <b>Focus</b> creates a shield that absorbs damage equal to {0} of max focus"
"boons.unique.focus.sacralShield.Name","Sacral Shield","Sacral Shield"
"boons.unique.health.brokenPhoenix.Description","<b>Revive</b> once after being killed with {0} of your [StatHealth] <b>Health</b>","<b>Revive</b> once after being killed with {0} of your [StatHealth] <b>Health</b>"
"boons.unique.health.brokenPhoenix.Name","Broken Phoenix","Broken Phoenix"
"boons.unique.health.butchersEndurance.Description","[StatMaxHealth] <b>Max Health</b> increases by {0} on Kill up to {1} times","[StatMaxHealth] <b>Max Health</b> increases by {0} on Kill up to {1} times"
"boons.unique.health.butchersEndurance.Name","Butcher’s Endurance","Butcher’s Endurance"
"boons.unique.health.lifeblood.Description","Gain {0} [StatLifesteal] <b>Lifesteal</b>","Gain {0} [StatLifesteal] <b>Lifesteal</b>"
"boons.unique.health.lifeblood.Name","Lifeblood","Lifeblood"
"boons.unique.health.undyingResolve.Description","[StatHealthRegen] <b>Regenerate Health</b> and gain {0} [StatHealth] <b>Health</b> on Kill","[StatHealthRegen] <b>Regenerate Health</b> and gain {0} [StatHealth] <b>Health</b> on Kill"
"boons.unique.health.undyingResolve.Name","Undying Resolve","Undying Resolve"
"boons.unique.health.vitalTransference.Description","Swap <b>Health</b> and <b>Focus</b> Stats","Swap <b>Health</b> and <b>Focus</b> Stats"
"boons.unique.health.vitalTransference.Name","Vital Transference","Vital Transference"
"boons.unique.ice.cryomancer.Description","Deal <b>Major</b> [StatColdDamage] [!sIce]Ice Damage[/s] around you over time","Deal <b>Major</b> [StatColdDamage] [!sIce]Ice Damage[/s] around you over time"
"boons.unique.ice.cryomancer.Name","Cryomancer","Cryomancer"
"boons.unique.ice.glacialArmor.Description","Gain a shield that <b>absorbs Damage and freezes attackers</b>","Gain a shield that <b>absorbs Damage and freezes attackers</b>"
"boons.unique.ice.glacialArmor.Name","Glacial Armor","Glacial Armor"
"boons.unique.ice.iceboundHeart.Description","[StatHealthRegen] <b>Health regenerates</b> while enemies are [!sIce]Frozen[/s]","[StatHealthRegen] <b>Health regenerates</b> while enemies are [!sIce]Frozen[/s]"
"boons.unique.ice.iceboundHeart.Name","Icebound Heart","Icebound Heart"
"boons.unique.ice.wintersEmbrace.Description","[StatColdDamage] [!sIce]Freeze[/s] all enemies upon entering a chamber","[StatColdDamage] [!sIce]Freeze[/s] all enemies upon entering a chamber"
"boons.unique.ice.wintersEmbrace.Name","Winter's Embrace","Winter's Embrace"
"boons.unique.lightning.electricSurge.Description","Deal <b>Major</b> [StatLightningDamage] [!sLightning]Lightning Damage[/s] around you over time","Deal <b>Major</b> [StatLightningDamage] [!sLightning]Lightning Damage[/s] around you over time"
"boons.unique.lightning.electricSurge.Name","Electric Surge","Electric Surge"
"boons.unique.lightning.lightningRod.Description","<b>Attract all Lightning Strikes</b> to yourself, reducing <b>Damage taken</b> but dealing massive <b>Area Damage</b>","<b>Attract all Lightning Strikes</b> to yourself, reducing <b>Damage taken</b> but dealing massive <b>Area Damage</b>"
"boons.unique.lightning.lightningRod.Name","Lightning Rod","Lightning Rod"
"boons.unique.lightning.stormcaller.Description","<b>Summon Lightning Storms</b> to damage enemies","<b>Summon Lightning Storms</b> to damage enemies"
"boons.unique.lightning.stormcaller.Name","Stormcaller","Stormcaller"
"boons.unique.lightning.thunderlord.Description","Deal <b>Major</b> [StatLightningDamage] [!sLightning]Lightning Damage[/s] around random nearby enemy on Kill","Deal <b>Major</b> [StatLightningDamage] [!sLightning]Lightning Damage[/s] around random nearby enemy on Kill"
"boons.unique.lightning.thunderlord.Name","Thunderlord","Thunderlord"
"boons.unique.luck.gamblersEdge.Description","Chance-based effects have <b>double the probability</b>","Chance-based effects have <b>double the probability</b>"
"boons.unique.luck.gamblersEdge.Name","Gambler’s Edge","Gambler’s Edge"
"boons.unique.plague.corruptedHeart.Description","Gain {0} [StatLifesteal] <b>Lifesteal</b> against [!sPlague]Infected[/s] enemies","Gain {0} [StatLifesteal] <b>Lifesteal</b> against [!sPlague]Infected[/s] enemies"
"boons.unique.plague.corruptedHeart.Name","Corrupted Heart","Corrupted Heart"
"boons.unique.plague.necroticTouch.Description","[!sPlague]Infect[/s] all enemies upon entering a Chamber","[!sPlague]Infect[/s] all enemies upon entering a Chamber"
"boons.unique.plague.necroticTouch.Name","Necrotic Touch","Necrotic Touch"
"boons.unique.plague.plagueLord.Description","Increase [StatPlagueDamage] [!sPlague]Plague Damage[/s] with each [!sPlague]Infected[/s] enemy","Increase [StatPlagueDamage] [!sPlague]Plague Damage[/s] with each [!sPlague]Infected[/s] enemy"
"boons.unique.plague.plagueLord.Name","Plague Lord","Plague Lord"
"boons.unique.punishment.infernalRetribution.Description","{1} <b>Chance</b> to deal <b>Massive</b> [StatFireDamage] [!sFire]Fire Damage[/s] on Damage Taken","{1} <b>Chance</b> to deal <b>Massive</b> [StatFireDamage] [!sFire]Fire Damage[/s] on Damage Taken"
"boons.unique.punishment.infernalRetribution.Name","Infernal Retribution","Infernal Retribution"
"boons.unique.rush.adrenalineRush.Description","Gain <b>Invincibility</b> for the first {0} seconds in a Chamber","Gain <b>Invincibility</b> for the first {0} seconds in a Chamber"
"boons.unique.rush.adrenalineRush.Name","Adrenaline Rush","Adrenaline Rush"
"boons.unique.rush.manicFury.Description","[StatMovementSpeed] <b>Movement Speed</b> and [StatAttackSpeed] <b>Attack Speed</b> increased by {1} for the first {0} seconds in a Chamber","[StatMovementSpeed] <b>Movement Speed</b> and [StatAttackSpeed] <b>Attack Speed</b> increased by {1} for the first {0} seconds in a Chamber"
"boons.unique.rush.manicFury.Name","Manic Fury","Manic Fury"
"boons.unique.stamina.bloodMarathon.Description","[StatStaminaCost] <b>Dodge and Sprint Stamina Costs</b> reduced by {0}","[StatStaminaCost] <b>Dodge and Sprint Stamina Costs</b> reduced by {0}"
"boons.unique.stamina.bloodMarathon.Name","Blood Marathon","Blood Marathon"
"boons.unique.stamina.flushOfPanic.Description","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {0} when <b>Health</b> drops below {1}","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {0} when <b>Health</b> drops below {1}"
"boons.unique.stamina.flushOfPanic.Name","Flush of Panic","Flush of Panic"
"boons.unique.stamina.infinitePledge.Description","[StatStaminaCost] <b>Attack Stamina Cost</b> reduced by {0}","[StatStaminaCost] <b>Attack Stamina Cost</b> reduced by {0}"
"boons.unique.stamina.infinitePledge.Name","Infinite Pledge","Infinite Pledge"
"boons.unique.stamina.warriorsResolve.Description","[StatMaxStamina] <b>Max Stamina</b> and [StatPoiseDefense] <b>Poise Defense</b> increased by {0}","[StatMaxStamina] <b>Max Stamina</b> and [StatPoiseDefense] <b>Poise Defense</b> increased by {0}"
"boons.unique.stamina.warriorsResolve.Name","Warrior's Resolve","Warrior's Resolve"
"boons.unique.utility.magnetize.Description","All Traces <b>immediately fly towards you</b>","All Traces <b>immediately fly towards you</b>"
"boons.unique.utility.magnetize.Name","Magnetize","Magnetize"
"boons.unique.utility.mightOfEchoes.Description","<b>Damage</b> increased by {0} for each acquired Echo","<b>Damage</b> increased by {0} for each acquired Echo"
"boons.unique.utility.mightOfEchoes.Name","Might of Echoes","Might of Echoes"
"boons.unique.utility.nemesis.Description","Skip to the <b>Echo Knight's Chamber</b>","Skip to the <b>Echo Knight's Chamber</b>"
"boons.unique.utility.nemesis.Name","Nemesis","Nemesis"
"boons.unique.utility.weightOfEchoes.Description","<b>Weight</b> decreased by {0} for each acquired Echo","<b>Weight</b> decreased by {0} for each acquired Echo"
"boons.unique.utility.weightOfEchoes.Name","Weight of Echoes","Weight of Echoes"
