"key","source","target"
"enchantments.spawnExplosionOnDodged.Description","Deal {0} [StatElementalDamage] <b>Elemental Blast Damage</b> on Damage Dodged","إلحاق {0} [StatElementalDamage] <b>ضرر انفجار عنصري</b> عند تفادي الضرر"
"enchantments.spawnExplosionOnKill.Description","Deal {0} [StatElementalDamage] <b>Elemental Blast Damage</b> on Kill","إلحاق {0} [StatElementalDamage] <b>ضرر انفجار عنصري</b> عند القتل"
"enchantments.spawnExplosionOnRuneAttack.Description","Deal {0} [StatElementalDamage] <b>Elemental Blast Damage</b> on Damage Dealt by Rune Attack","إلحاق {0} [StatElementalDamage] <b>ضرر انفجار عنصري</b> عند إلحاق ضرر بهجوم الرون"
"enchantments.speedIncreasedAfterShock.Description","[StatAttackSpeed] <b>Overall Speed</b> increased by {0} for {1} seconds after inflicting [!sLightning]Shock Status[/s]","[StatAttackSpeed] زيادة <b>السرعة الإجمالية</b> بمقدار {0} لمدة {1} ثوانٍ بعد إلحاق [!sLightning]حالة الصعق[/s]"
"enchantments.spendHealthIfThereIsNoFocus.Description","Spend [StatHealth] <b>Health</b> if there is not enough [StatFocus] <b>Focus</b> available","استهلاك [StatHealth] <b>الصحة</b> في حال عدم توفر ما يكفي من [StatFocus] <b>التركيز</b>"
"enchantments.spendHealthInsteadFocus.Description","Spend [StatHealth] <b>Health</b> instead of [StatFocus] <b>Focus</b>","استهلاك [StatHealth] <b>الصحة</b> بدلاً من [StatFocus] <b>التركيز</b>"
"enchantments.sprintStaminaCostDecreased.Description","[StatStaminaCost] <b>Sprint Stamina Cost</b> reduced by {0}","[StatStaminaCost] تقليل <b>استهلاك التحمل للركض</b> بمقدار {0}"
"enchantments.staggerDamageIncreased.Description","[StatStaggerDamage] <b>Stagger Damage</b> increased by {0}","[StatStaggerDamage] زيادة <b>ضرر الترنيح</b> بمقدار {0}"
"enchantments.staggerDamageIncreasedAfterBackstab.Description","[StatStaggerDamage] <b>Stagger Damage</b> increased by {0} for {1} seconds after Backstab","[StatStaggerDamage] زيادة <b>ضرر الترنيح</b> بمقدار {0} لمدة {1} ثوانٍ بعد الطعنة الخلفية"
"enchantments.staggerDamageIncreasedAfterChargedAttack.Description","[StatStaggerDamage] <b>Stagger Damage</b> increased by {0} for {1} seconds after Damage Dealt by Charged Attack","[StatStaggerDamage] زيادة <b>ضرر الترنيح</b> بمقدار {0} لمدة {1} ثوانٍ بعد إلحاق ضرر بهجوم مشحون"
"enchantments.staggerDamageIncreasedAfterFatality.Description","[StatStaggerDamage] <b>Stagger Damage</b> increased by {0} for {1} seconds after Fatality","[StatStaggerDamage] زيادة <b>ضرر الترنيح</b> بمقدار {0} لمدة {1} ثوانٍ بعد الضربة القاضية"
"enchantments.staggerDamageIncreasedAfterKill.Description","[StatStaggerDamage] <b>Stagger Damage</b> increased by {0} for {1} seconds after Kill","[StatStaggerDamage] زيادة <b>ضرر الترنيح</b> بمقدار {0} لمدة {1} ثوانٍ بعد القتل"
"enchantments.staggerDamageIncreasedAtLowHealth.Description","[StatStaggerDamage] <b>Stagger Damage</b> increased by {0} at Low Health","[StatStaggerDamage] زيادة <b>ضرر الترنيح</b> بمقدار {0} عند انخفاض الصحة"
"enchantments.staggerResistanceDecreased.Description","[StatStaggerResistance] <b>Stagger Resistance</b> reduced by {0}","[StatStaggerResistance] تقليل <b>مقاومة الترنح</b> بمقدار {0}"
"enchantments.staggerResistanceIncreased.Description","[StatStaggerResistance] <b>Stagger Resistance</b> increased by {0}","[StatStaggerResistance] زيادة <b>مقاومة الترنح</b> بمقدار {0}"
"enchantments.staminaCostDecreased.Description","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0}","[StatStaminaCost] تقليل <b>استهلاك التحمل</b> بمقدار {0}"
"enchantments.staminaCostDecreasedAfterFatality.Description","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} for {1} seconds after Fatality","[StatStaminaCost] تقليل <b>استهلاك التحمل</b> بمقدار {0} لمدة {1} ثوانٍ بعد الضربة القاضية"
"enchantments.staminaCostDecreasedAtFullHealth.Description","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} at Full Health","[StatStaminaCost] تقليل <b>استهلاك التحمل</b> بمقدار {0} عند اكتمال الصحة"
"enchantments.staminaCostDecreasedAtHighFocus.Description","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} at High Focus","[StatStaminaCost] تقليل <b>استهلاك التحمل</b> بمقدار {0} عند ارتفاع التركيز"
"enchantments.staminaCostDecreasedAtLowFocus.Description","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} at Low Focus","[StatStaminaCost] تقليل <b>استهلاك التحمل</b> بمقدار {0} عند انخفاض التركيز"
"enchantments.staminaCostDecreasedAtLowHealth.Description","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} at Low Health","[StatStaminaCost] تقليل <b>استهلاك التحمل</b> بمقدار {0} عند انخفاض الصحة"
"enchantments.staminaCostIncreased.Description","[StatStaminaCost] <b>Stamina Cost</b> increased by {0}","[StatStaminaCost] زيادة <b>استهلاك التحمل</b> بمقدار {0}"
"enchantments.staminaRefillOnParry.Description","Refill [StatStamina] <b>Stamina</b> on Parry","ملء [StatStamina] <b>التحمل</b> عند الصد المتقن"
"enchantments.staminaRefillOnStagger.Description","Refill [StatStamina] <b>Stamina</b> on Staggering an Enemy","ملء [StatStamina] <b>التحمل</b> عند ترنيح العدو"
"enchantments.staminaRegenerationIncreased.Description","[StatStaminaRegen] <b>Stamina Recovery</b> increased by {0}","[StatStaminaRegen] زيادة <b>استعادة التحمل</b> بمقدار {0}"
"enchantments.staminaRegenerationScalesWithDurability.Description","[StatStaminaRegen] <b>Stamina Recovery</b> increased by {0} of <b>Current Durability</b>","[StatStaminaRegen] زيادة <b>استعادة التحمل</b> بمقدار {0} من <b>المتانة الحالية</b>"
"enchantments.swapMaxHealthAndMaxFocus.Description","Swap <b>Max Health</b> and <b>Max Focus</b>","مبادلة <b>الحد الأقصى للصحة</b> و<b>الحد الأقصى للتركيز</b>"
"enchantments.takeDamageOnFocusUse.Description","Take {0} [StatPhysicalDamage] [!sPhysical]Damage[/s] on Focus Use","تلقي {0} [StatPhysicalDamage] [!sPhysical]ضرر[/s] عند استخدام التركيز"
"enchantments.thornsIncreased.Description","Gain {0} [StatThorns] <b>Thorns</b>","اكتساب {0} [StatThorns] <b>أشواك</b>"
"enchantments.unique.buffSpecialDamageAfterSpecial.Description","<b>Rune Attack Damage</b> increases by {1} for {0} <b>Seconds</b> after Rune Attack","زيادة <b>ضرر هجوم الرون</b> بمقدار {1} لمدة {0} <b>ثوانٍ</b> بعد هجوم الرون"
"enchantments.unique.cinderAndStone0.Description","Gain one stack of <b>Furnace</b> for {0} seconds after Rune Attack","اكتساب طبقة واحدة من <b>الفرن</b> لمدة {0} ثوانٍ بعد هجوم الرون"
"enchantments.unique.cinderAndStone1.Description","[StatDamage] <b>Rune Damage</b> increased by {0} for each stack of <b>Furnace</b>","[StatDamage] زيادة <b>ضرر الرون</b> بمقدار {0} لكل طبقة من <b>الفرن</b>"
"enchantments.unique.cinderAndStone2.Description","[StatFocusCost] <b>Focus Cost</b> increased by {0} for each stack of <b>Furnace</b>","[StatFocusCost] زيادة <b>تكلفة التركيز</b> بمقدار {0} لكل طبقة من <b>الفرن</b>"
"enchantments.unique.corpseSmearedBlade0.Description","Gain <b>Taint</b> for {0} seconds after inflicting [!sPlague]Infection Status[/s]","اكتساب <b>الدنس</b> لمدة {0} ثوانٍ بعد إلحاق [!sPlague]حالة العدوى[/s]"
"enchantments.unique.corpseSmearedBlade1.Description","[StatLifesteal] <b>Lifesteal</b> increased by {0} while <b>Tainted</b>","[StatLifesteal] زيادة <b>سرقة الحياة</b> بمقدار {0} أثناء حالة <b>الدنس</b>"
"enchantments.unique.corpseSmearedBlade2.Description","[StatMaxStamina] <b>Max Stamina</b> increased by {0} while <b>Tainted</b>","[StatMaxStamina] زيادة <b>الحد الأقصى للتحمل</b> بمقدار {0} أثناء حالة <b>الدنس</b>"
"enchantments.unique.corpseSmearedBlade3.Description","[StatHealthRegen] <b>Drain Health</b> while <b>Tainted</b>","[StatHealthRegen] <b>استنزاف الصحة</b> أثناء حالة <b>الدنس</b>"
"enchantments.unique.damageAgainstBeasts.Description","<b>Damage</b> increased by {0} against Beasts","زيادة <b>الضرر</b> بمقدار {0} ضد الوحوش"
"enchantments.unique.gainFocusOnDamageTaken.Description","Gain <b>{0} Focus</b> on Damage Taken","اكتساب <b>{0} تركيز</b> عند تلقي الضرر"
"enchantments.unique.glimmeringBulwark0.Description","Gain <b>Enlightment</b> for {0} seconds after Parry","اكتساب <b>التنوير</b> لمدة {0} ثوانٍ بعد الصد المتقن"
"enchantments.unique.glimmeringBulwark1.Description","[StatDamage] <b>Rune Damage</b> increased by {0} while <b>Enlightened</b>","[StatDamage] زيادة <b>ضرر الرون</b> بمقدار {0} أثناء حالة <b>التنوير</b>"
"enchantments.unique.glimmeringBulwark2.Description","[StatFocusGain] <b>Focus Gain</b> increased by {0} while <b>Enlightened</b>","[StatFocusGain] زيادة <b>اكتساب التركيز</b> بمقدار {0} أثناء حالة <b>التنوير</b>"
"enchantments.unique.healthLossOnDamageDealt.Description","Lose <b>{0} Health</b> on Damage Dealt","فقدان <b>{0} صحة</b> عند إلحاق الضرر"
"enchantments.unique.lacqueredBow0.Description","Gain one stack of <b>Hunter's Mark</b> for {0} seconds after different <b>Elemental Damage</b> Dealt","اكتساب طبقة واحدة من <b>علامة الصياد</b> لمدة {0} ثوانٍ بعد إلحاق <b>ضرر عنصري</b> مختلف"
"enchantments.unique.lacqueredBow1.Description","[StatCritical] <b>Critical Hit Chance</b> increased by {0} for each stack of <b>Hunter's Mark</b>","[StatCritical] زيادة <b>فرصة الضربة الحرجة</b> بمقدار {0} لكل طبقة من <b>علامة الصياد</b>"
"enchantments.unique.lacqueredBow2.Description","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} for each stack of <b>Hunter's Mark</b>","[StatStaminaCost] تقليل <b>استهلاك التحمل</b> بمقدار {0} لكل طبقة من <b>علامة الصياد</b>"
"enchantments.unique.lacqueredBow3.Description","[StatPhysicalDamage] [!sPhysical]Physical Damage[/s] increased by {0} if have 4 stacks of <b>Hunter's Mark</b>","[StatPhysicalDamage] زيادة [!sPhysical]الضرر الجسدي[/s] بمقدار {0} عند امتلاك 4 طبقات من <b>علامة الصياد</b>"
"enchantments.unique.proudLance0.Description","Gain [!sLightning]Momentum[/s] while Moving","اكتساب [!sLightning]زخم[/s] أثناء الحركة"
"enchantments.unique.proudLance1.Description","[StatLightningDamage] [!sLightning]Shock Buildup[/s] increased by {0} for every {1} stacks of <b>Momentum</b>","[StatLightningDamage] زيادة [!sLightning]تراكم الصعق[/s] بمقدار {0} لكل {1} طبقات من <b>الزخم</b>"
"enchantments.unique.proudLance2.Description","[StatDamageTaken] <b>Damage Resistance</b> increased by {0} for every {1} stacks of <b>Momentum</b>","[StatDamageTaken] زيادة <b>مقاومة الضرر</b> بمقدار {0} لكل {1} طبقات من <b>الزخم</b>"
"enchantments.unique.tarnishedWand0.Description","Gain <b>Enlightment</b> for {0} seconds after inflicting [!sLightning]Shock Status[/s]","اكتساب <b>التنوير</b> لمدة {0} ثوانٍ بعد إلحاق [!sLightning]حالة الصعق[/s]"
"enchantments.unique.tarnishedWand1.Description","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} while <b>Enlightened</b>","[StatStaminaCost] تقليل <b>استهلاك التحمل</b> بمقدار {0} أثناء حالة <b>التنوير</b>"
"enchantments.unique.tarnishedWand2.Description","[StatDamageTaken] <b>Damage Resistance</b> increased by {0} while <b>Enlightened</b>","[StatDamageTaken] زيادة <b>مقاومة الضرر</b> بمقدار {0} أثناء حالة <b>التنوير</b>"
"enchantments.unique.theDawnNeverCome1.Description","[StatDamage] <b>Damage</b> increased by {0} on <b>First Toll</b>","[StatDamage] زيادة <b>الضرر</b> بمقدار {0} عند <b>القرع الأول</b>"
"enchantments.unique.theDawnNeverCome2.Description","[StatLifesteal] <b>Lifesteal</b> increased by {0} on <b>Second Toll</b>","[StatLifesteal] زيادة <b>سرقة الحياة</b> بمقدار {0} عند <b>القرع الثاني</b>"
"enchantments.unique.theDawnNeverCome3.Description","[StatDamageTaken] <b>Damage Resistance</b> reduced by {0} on <b>Third Toll</b>","[StatDamageTaken] انخفاض <b>مقاومة الضرر</b> بمقدار {0} عند <b>القرع الثالث</b>"
"enchantments.unique.theDawnNeverComes0.Description","Gain One of <b>Three Tolls</b> for {0} seconds after Damage Taken","اكتساب واحدة من <b>القرعات الثلاث</b> لمدة {0} ثوانٍ بعد تلقي الضرر"
"enchantments.unique.weapons.bleedersDelight.chanceStaggerDamageOnDamageDealt.Description","Chance to deal Extra <b>Stagger Damage</b> on Damage Dealt","فرصة لإلحاق <b>ضرر ترنيح</b> إضافي عند إلحاق الضرر"
